local_path,remote_url,repo_name
C:\gitlab\poc\circuit-breaker,https://gitlab.transics-cicd.aws.zf.com/core/playground/cooper-playground/poc/circuit-breaker.git,circuit-breaker
C:\gitlab\poc\sqs-lambda,https://gitlab.transics-cicd.aws.zf.com/core/playground/cooper-playground/zf-terraform/sqs-lambda.git,sqs-lambda
C:\gitlab\poc\unleash-api-test,,unleash-api-test
C:\gitlab\terraform\terraform-module-aws-lambda,https://gitlab.transics-cicd.aws.zf.com/cloud-services/shared/terraform/terraform-module-aws-lambda.git,terraform-module-aws-lambda
C:\gitlab\tools\asset-simulator,https://gitlab.transics-cicd.aws.zf.com/tools/asset-simulator.git,asset-simulator
C:\gitlab\tools\awsLogin,https://gitlab.transics-cicd.aws.zf.com/snippets/298.git,awsLogin
C:\gitlab\tools\DotNet8-VISUG-2023,https://github.com/Djohnnie/DotNet8-VISUG-2023.git,DotNet8-VISUG-2023
C:\gitlab\tools\eventbridge-cli,https://github.com/spezam/eventbridge-cli.git,eventbridge-cli
C:\gitlab\tools\jsontools,https://gitlab.transics-cicd.aws.zf.com/peter.dierckx/jsontools.git,jsontools
C:\gitlab\tools\python-scripts,,python-scripts
C:\gitlab\tools\rat-randomgeopointsgenerator,https://gitlab.transics-cicd.aws.zf.com/sandbox/rat-randomgeopointsgenerator.git,rat-randomgeopointsgenerator
C:\gitlab\tools\rusty-spider,https://gitlab.transics-cicd.aws.zf.com/cloud-services/zeppelin/spider/rusty-spider.git,rusty-spider
C:\gitlab\tools\sky\SkyMessageParser,https://tfs.corp.transics.com/tfs/Transics/TX/_git/SkyMessageParser,SkyMessageParser
